"COUNTRY","Country","VARIABLE","Variable","UNIT","Unit","MEASURE","Measure","TIME","Time","Value","Flag Codes","Flags"
"BEL-BFL","Flemish Community of Belgium","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.27761906,,
"BEL-BFL","Flemish Community of Belgium","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.30927008,,
"BEL-BFR","French Community of Belgium","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"BEL-BFR","French Community of Belgium","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",68.699997,,
"BEL-BFR","French Community of Belgium","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"BEL-BFR","French Community of Belgium","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",21.799999,,
"BEL-BFR","French Community of Belgium","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",39.799999,,
"BEL-BFR","French Community of Belgium","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",14.7,,
"BEL-BFR","French Community of Belgium","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"BEL-BFR","French Community of Belgium","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2078695,,
"BEL-BFR","French Community of Belgium","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"BEL-BFR","French Community of Belgium","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2785589,,
"BEL-BFR","French Community of Belgium","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.33009496,,
"BEL-BFR","French Community of Belgium","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.33724672,,
"BRA","Brazil","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",71.099998,,
"BRA","Brazil","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",69,,
"BRA","Brazil","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",16,,
"BRA","Brazil","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",23.299999,,
"BRA","Brazil","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",42,,
"BRA","Brazil","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",15.8,,
"BRA","Brazil","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.67224479,,
"BRA","Brazil","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.425543,,
"BRA","Brazil","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.57764453,,
"BRA","Brazil","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.3069761,,
"BRA","Brazil","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.34424144,,
"BRA","Brazil","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.33639729,,
"BGR","Bulgaria","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",81.199997,,
"BGR","Bulgaria","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",79.5,,
"BGR","Bulgaria","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",46.700001,,
"BGR","Bulgaria","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",51,,
"BGR","Bulgaria","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",48.900002,,
"BGR","Bulgaria","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",21.6,,
"BGR","Bulgaria","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.78498799,,
"BGR","Bulgaria","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.91822368,,
"BGR","Bulgaria","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.339752,,
"BGR","Bulgaria","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.1790483,,
"BGR","Bulgaria","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.2589888,,
"BGR","Bulgaria","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.34980395,,
"BAA","CABA (Argentina)","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"BAA","CABA (Argentina)","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",68.5,,
"BAA","CABA (Argentina)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"BAA","CABA (Argentina)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",36.200001,,
"BAA","CABA (Argentina)","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",43.900002,,
"BAA","CABA (Argentina)","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",16,,
"BAA","CABA (Argentina)","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"BAA","CABA (Argentina)","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.6380024,,
"BAA","CABA (Argentina)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"BAA","CABA (Argentina)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.4597204,,
"BAA","CABA (Argentina)","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.29515845,,
"BAA","CABA (Argentina)","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.35042718,,
"CHL","Chile","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",62.799999,,
"CHL","Chile","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",64.599998,,
"CHL","Chile","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",30.299999,,
"CHL","Chile","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",26.9,,
"CHL","Chile","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",40.599998,,
"CHL","Chile","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",13.5,,
"CHL","Chile","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.3268,,
"CHL","Chile","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2761099,,
"CHL","Chile","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.6373345,,
"CHL","Chile","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.4374149,,
"CHL","Chile","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.40000257,,
"CHL","Chile","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.34593853,,
"COL","Colombia","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"COL","Colombia","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",55.400002,,
"COL","Colombia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"COL","Colombia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",34.299999,,
"COL","Colombia","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",44.299999,,
"COL","Colombia","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",17.299999,,
"COL","Colombia","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"COL","Colombia","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.6288234,,
"COL","Colombia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",,"a","The question was not administered in the country because it was optional or it is part of a questionnaire from a TALIS cycle the country has not participated in. Therefore, data are missing."
"COL","Colombia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.647089,,
"COL","Colombia","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.39438555,,
"COL","Colombia","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.41438541,,
"HRV","Croatia","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",74.300003,,
"HRV","Croatia","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",78.199997,,
"HRV","Croatia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",30.4,,
"HRV","Croatia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",24.299999,,
"HRV","Croatia","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",42.099998,,
"HRV","Croatia","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",14.7,,
"HRV","Croatia","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.75300521,,
"HRV","Croatia","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.6325922,,
"HRV","Croatia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.0032871,,
"HRV","Croatia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.172574,,
"HRV","Croatia","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.26036051,,
"HRV","Croatia","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.27191746,,
"CZE","Czech Republic","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",76.5,,
"CZE","Czech Republic","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",76.400002,,
"CZE","Czech Republic","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",35.200001,,
"CZE","Czech Republic","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",37.099998,,
"CZE","Czech Republic","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",45.099998,,
"CZE","Czech Republic","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",18.1,,
"CZE","Czech Republic","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.68867666,,
"CZE","Czech Republic","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.72574592,,
"CZE","Czech Republic","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.97858876,,
"CZE","Czech Republic","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.0662338,,
"CZE","Czech Republic","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.23107859,,
"CZE","Czech Republic","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.2431397,,
"DNK","Denmark","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",59.599998,,
"DNK","Denmark","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",60.099998,,
"DNK","Denmark","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",35.799999,,
"DNK","Denmark","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",32.700001,,
"DNK","Denmark","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",44.400002,,
"DNK","Denmark","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",15.4,,
"DNK","Denmark","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.2326728,,
"DNK","Denmark","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.0393406,,
"DNK","Denmark","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.4132733,,
"DNK","Denmark","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.2710507,,
"DNK","Denmark","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.29931659,,
"DNK","Denmark","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.26308852,,
"ENG","England (UK)","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",63.200001,,
"ENG","England (UK)","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",64.400002,,
"ENG","England (UK)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",20.1,,
"ENG","England (UK)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",18.5,,
"ENG","England (UK)","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",39.5,,
"ENG","England (UK)","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",13,,
"ENG","England (UK)","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.0912789,,
"ENG","England (UK)","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.99765676,,
"ENG","England (UK)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.80776793,,
"ENG","England (UK)","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.81604344,,
"ENG","England (UK)","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.22720529,,
"ENG","England (UK)","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.19156988,,
"EST","Estonia","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",84.5,,
"EST","Estonia","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",83.800003,,
"EST","Estonia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",48.200001,,
"EST","Estonia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",53.700001,,
"EST","Estonia","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",49.099998,,
"EST","Estonia","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",22.700001,,
"EST","Estonia","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.58508575,,
"EST","Estonia","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.60490006,,
"EST","Estonia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.1727543,,
"EST","Estonia","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.0312792,,
"EST","Estonia","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.2753087,,
"EST","Estonia","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.3401629,,
"FIN","Finland","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",72.400002,,
"FIN","Finland","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",69.800003,,
"FIN","Finland","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",32.799999,,
"FIN","Finland","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",35.299999,,
"FIN","Finland","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",44.799999,,
"FIN","Finland","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",16,,
"FIN","Finland","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.74651641,,
"FIN","Finland","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.65546048,,
"FIN","Finland","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",1.0334294,,
"FIN","Finland","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.93255025,,
"FIN","Finland","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.20766579,,
"FIN","Finland","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.1903929,,
"FRA","France","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",66,,
"FRA","France","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",65.300003,,
"FRA","France","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2013","2013",26.200001,,
"FRA","France","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","VAL","Value","2018","2018",27.200001,,
"FRA","France","1_T001","Teachers' average age","YEARS","Years","VAL","Value","2018","2018",43,,
"FRA","France","1_T002","Teachers' average work experience as a teacher","YEARS","Years","VAL","Value","2018","2018",16.9,,
"FRA","France","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.74131793,,
"FRA","France","1_T000","Female teachers","PERCENTAGE","Percentage","SE","S.E.","2018","2018",0.89764333,,
"FRA","France","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2013","2013",0.93455577,,
"FRA","France","1_T029","Teachers aged 50 and above","PERCENTAGE","Percentage","SE","S.E.","2018","2018",1.0081849,,
"FRA","France","1_T001","Teachers' average age","YEARS","Years","SE","S.E.","2018","2018",0.28540665,,
"FRA","France","1_T002","Teachers' average work experience as a teacher","YEARS","Years","SE","S.E.","2018","2018",0.33935145,,
"GEO","Georgia","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2013","2013",84.400002,,
"GEO","Georgia","1_T000","Female teachers","PERCENTAGE","Percentage","VAL","Value","2018","2018",83.300003,,
